r1_domain,r2_domain,r1_h_index,r2_h_index,r1_publications,r2_publications,r1_years_experience,r2_years_experience,r1_institution,r2_institution,r1_country,r2_country,r1_citations,r2_citations,r1_grants,r2_grants,shared_keywords,same_domain,same_institution_type,same_country,h_index_diff,experience_diff,total_grants,avg_publications,compatibility_score,compatible
Cybersecurity,IoT,10,4,27,30,20,15,NIT,Private University,Germany,Australia,162,360,3,3,1,0,0,0,6,5,6,28.5,44,0
Quantum Computing,IoT,6,8,26,20,29,29,Private University,IIT,USA,Germany,468,440,1,9,1,0,0,0,2,0,10,23.0,47,0
Cybersecurity,Quantum Computing,3,2,21,27,23,29,IIT,Research Institute,UK,USA,147,486,5,4,0,0,0,0,1,6,9,24.0,64,1
Cloud Computing,Cybersecurity,7,12,17,27,24,5,NIT,Private University,UK,UK,306,540,6,0,0,0,0,1,5,19,6,22.0,67,1
IoT,Cloud Computing,12,10,22,27,23,22,Central University,Research Institute,Germany,Germany,154,135,3,2,1,0,0,1,2,1,5,24.5,71,1
Computer Vision,IoT,15,9,57,37,28,2,Central University,NIT,USA,USA,912,555,5,9,1,0,0,1,6,26,14,47.0,47,0
Robotics,Cloud Computing,4,6,38,34,7,24,IIT,Central University,India,Germany,266,714,5,1,1,0,0,0,2,17,6,36.0,56,1
Cybersecurity,Data Science,24,7,31,38,7,28,Private University,Private University,Germany,Germany,651,190,8,6,1,0,1,1,17,21,14,34.5,42,0
Bioinformatics,Cybersecurity,7,2,20,20,28,7,Research Institute,IIT,India,India,220,360,0,6,0,0,0,1,5,21,6,20.0,39,0
Cybersecurity,Robotics,5,16,36,29,27,21,Research Institute,Private University,USA,UK,576,232,5,6,0,0,0,0,11,6,11,32.5,37,0
Data Science,IoT,15,22,25,40,12,15,Research Institute,Central University,Canada,Canada,175,880,3,2,1,0,0,1,7,3,5,32.5,59,1
Machine Learning,Robotics,4,6,15,23,17,26,Private University,NIT,Germany,Germany,210,529,5,1,1,0,0,1,2,9,6,19.0,72,1
Machine Learning,Machine Learning,9,5,39,17,12,24,Central University,NIT,Canada,UK,234,238,1,9,6,1,0,0,4,12,10,28.0,73,1
Quantum Computing,NLP,18,16,35,32,29,4,Private University,Central University,Canada,USA,770,736,9,5,1,0,0,0,2,25,14,33.5,50,0
Quantum Computing,NLP,7,7,29,24,5,21,Research Institute,IIT,Canada,India,522,240,2,6,1,0,0,0,0,16,8,26.5,46,0
Computer Vision,Quantum Computing,20,4,32,20,20,13,Private University,IIT,Germany,Australia,384,480,6,4,0,0,0,0,16,7,10,26.0,45,0
Robotics,Cybersecurity,13,10,24,24,15,24,Private University,Central University,USA,Canada,432,192,7,4,1,0,0,0,3,9,11,24.0,61,1
Bioinformatics,Cybersecurity,16,9,34,29,6,3,Research Institute,Research Institute,Australia,UK,238,638,0,4,0,0,1,0,7,3,4,31.5,54,0
Cybersecurity,Quantum Computing,5,5,26,32,24,23,IIT,Central University,India,USA,416,736,1,0,1,0,0,0,0,1,1,29.0,53,0
Bioinformatics,Cybersecurity,11,10,33,18,25,28,NIT,Central University,Canada,India,660,144,3,0,0,0,0,0,1,3,3,25.5,55,1
NLP,Computer Vision,11,6,30,32,13,19,Private University,IIT,India,Canada,510,192,3,3,1,0,0,0,5,6,6,31.0,55,1
Cybersecurity,Bioinformatics,8,3,34,19,5,23,Research Institute,Private University,Germany,USA,816,418,0,9,0,0,0,0,5,18,9,26.5,40,0
NLP,NLP,17,15,38,37,3,15,Central University,NIT,USA,Germany,380,629,2,7,6,1,0,0,2,12,9,37.5,88,1
NLP,IoT,8,8,27,38,26,20,Research Institute,Research Institute,India,USA,324,722,6,7,0,0,1,0,0,6,13,32.5,60,1
NLP,NLP,7,14,25,29,10,27,NIT,NIT,India,UK,150,406,7,9,6,1,1,0,7,17,16,27.0,65,1
Cybersecurity,Quantum Computing,6,7,36,15,8,14,Private University,IIT,Canada,Canada,756,75,5,3,0,0,0,1,1,6,8,25.5,77,1
NLP,Computer Vision,5,7,31,21,8,10,IIT,Private University,UK,India,589,294,3,4,1,0,0,0,2,2,7,26.0,50,0
Bioinformatics,Machine Learning,5,12,10,34,20,29,IIT,Research Institute,UK,USA,80,170,0,2,1,0,0,0,7,9,2,22.0,57,1
IoT,Computer Vision,8,12,29,68,8,18,Private University,IIT,Canada,India,348,612,0,8,0,0,0,0,4,10,8,48.5,47,0
Bioinformatics,Quantum Computing,12,7,39,42,19,16,IIT,IIT,Canada,India,429,462,7,2,0,0,1,0,5,3,9,40.5,54,0
Robotics,Cybersecurity,13,11,42,31,7,24,Research Institute,Research Institute,India,Australia,714,589,0,3,0,0,1,0,2,17,3,36.5,30,0
Bioinformatics,Data Science,13,12,27,28,23,11,Private University,Research Institute,Germany,Germany,405,588,6,1,0,0,0,1,1,12,7,27.5,82,1
Data Science,Data Science,9,5,21,14,22,15,Central University,Central University,Canada,USA,336,336,7,8,6,1,1,0,4,7,15,17.5,76,1
Data Science,Quantum Computing,6,7,28,39,24,4,Private University,IIT,Germany,UK,532,429,2,7,1,0,0,0,1,20,9,33.5,45,0
Data Science,IoT,10,16,20,43,22,27,IIT,Private University,India,Canada,220,903,2,9,0,0,0,0,6,5,11,31.5,50,0
NLP,Computer Vision,8,11,29,28,29,23,IIT,Research Institute,Australia,UK,232,644,4,9,1,0,0,0,3,6,13,28.5,66,1
Robotics,Quantum Computing,10,5,54,16,20,22,Central University,Private University,Germany,Australia,486,352,3,1,0,0,0,0,5,2,4,35.0,44,0
Cybersecurity,Data Science,4,13,32,25,12,15,NIT,IIT,India,Canada,384,525,6,9,0,0,0,0,9,3,15,28.5,38,0
Data Science,Data Science,10,10,40,31,5,20,IIT,Private University,Canada,USA,960,217,5,7,6,1,0,0,0,15,12,35.5,92,1
Quantum Computing,Quantum Computing,25,7,56,17,19,23,Private University,IIT,Germany,UK,672,204,1,1,6,1,0,0,18,4,2,36.5,61,1
Cybersecurity,Computer Vision,12,4,43,19,6,20,Private University,Private University,Canada,UK,817,399,1,2,1,0,1,0,8,14,3,31.0,28,0
Quantum Computing,NLP,10,16,28,42,4,26,NIT,Research Institute,Canada,Australia,280,546,8,3,0,0,0,0,6,22,11,35.0,51,0
Cloud Computing,IoT,14,15,44,44,6,19,IIT,IIT,USA,UK,880,440,0,6,0,0,1,0,1,13,6,44.0,68,1
Cloud Computing,IoT,5,4,32,11,19,28,Private University,IIT,USA,Germany,512,121,8,7,0,0,0,0,1,9,15,21.5,74,1
Cloud Computing,Robotics,13,7,38,28,13,13,NIT,NIT,USA,Canada,646,252,4,9,1,0,1,0,6,0,13,33.0,35,0
Computer Vision,Machine Learning,9,12,24,29,17,9,IIT,NIT,Germany,UK,336,435,8,3,1,0,0,0,3,8,11,26.5,71,1
Cybersecurity,Bioinformatics,9,14,32,40,1,8,Central University,Private University,USA,Canada,576,360,4,5,0,0,0,0,5,7,9,36.0,59,1
Computer Vision,IoT,12,5,33,26,12,27,NIT,IIT,Australia,Canada,264,520,9,4,0,0,0,0,7,15,13,29.5,46,0
Data Science,Quantum Computing,5,8,24,43,19,18,NIT,IIT,Australia,Canada,528,817,8,7,0,0,0,0,3,1,15,33.5,60,1
Data Science,Cybersecurity,6,9,29,30,23,26,Private University,Research Institute,Canada,Germany,261,330,1,0,0,0,0,0,3,3,1,29.5,46,0
Robotics,Computer Vision,13,11,36,19,2,23,NIT,Central University,UK,India,360,228,8,7,0,0,0,0,2,21,15,27.5,46,0
Computer Vision,Quantum Computing,6,8,27,33,14,21,IIT,NIT,UK,Canada,135,396,7,8,0,0,0,0,2,7,15,30.0,66,1
Computer Vision,NLP,5,5,36,25,18,7,Research Institute,Central University,UK,Germany,540,250,5,6,1,0,0,0,0,11,11,30.5,44,0
Quantum Computing,Machine Learning,3,7,14,18,18,14,IIT,Research Institute,UK,Australia,112,144,7,7,1,0,0,0,4,4,14,16.0,42,0
Robotics,Data Science,2,4,14,28,20,3,Private University,Central University,Germany,Canada,336,168,9,3,1,0,0,0,2,17,12,21.0,51,0
NLP,Quantum Computing,4,7,20,46,19,14,Research Institute,Research Institute,Canada,USA,200,966,4,1,1,0,1,0,3,5,5,33.0,61,1
Computer Vision,Cloud Computing,7,7,27,16,2,14,Private University,Private University,India,UK,459,128,6,0,0,0,1,0,0,12,6,21.5,54,0
NLP,IoT,19,17,47,43,4,1,Central University,Private University,USA,USA,1034,731,7,5,1,0,0,1,2,3,12,45.0,76,1
Quantum Computing,Machine Learning,17,3,41,17,25,26,Central University,Research Institute,USA,UK,410,238,0,2,0,0,0,0,14,1,2,29.0,27,0
Bioinformatics,Computer Vision,8,5,38,31,7,5,Research Institute,Central University,Canada,Canada,684,744,1,9,1,0,0,1,3,2,10,34.5,78,1
Quantum Computing,Robotics,8,7,28,18,2,9,Private University,Private University,Canada,UK,336,90,6,9,1,0,1,0,1,7,15,23.0,57,1
Cybersecurity,NLP,12,3,21,33,14,26,IIT,NIT,UK,Canada,231,297,7,9,1,0,0,0,9,12,16,27.0,29,0
Robotics,IoT,5,13,20,53,20,23,IIT,Private University,USA,UK,480,318,5,9,1,0,0,0,8,3,14,36.5,67,1
NLP,Cybersecurity,6,8,29,41,22,12,IIT,Central University,Australia,Germany,348,984,7,3,1,0,0,0,2,10,10,35.0,64,1
IoT,Cybersecurity,15,6,40,28,24,6,Central University,IIT,Germany,Australia,560,224,5,7,1,0,0,0,9,18,12,34.0,31,0
Bioinformatics,Robotics,18,8,52,42,24,12,Central University,Research Institute,Canada,Germany,988,504,2,5,1,0,0,0,10,12,7,47.0,38,0
Computer Vision,Quantum Computing,16,9,60,36,8,26,NIT,IIT,UK,Canada,1020,252,0,2,1,0,0,0,7,18,2,48.0,32,0
Bioinformatics,NLP,16,14,45,23,29,11,Private University,Research Institute,Canada,USA,405,184,6,1,0,0,0,0,2,18,7,34.0,56,1
IoT,NLP,15,9,50,26,7,1,Private University,NIT,UK,USA,850,442,9,3,0,0,0,0,6,6,12,38.0,54,0
Robotics,Quantum Computing,14,2,23,8,20,22,IIT,IIT,UK,Canada,483,40,4,1,0,0,1,0,12,2,5,15.5,32,0
NLP,NLP,8,9,21,35,12,28,Private University,IIT,Germany,India,273,595,8,2,6,1,0,0,1,16,10,28.0,84,1
Data Science,Machine Learning,10,4,32,27,13,6,Private University,IIT,USA,Australia,448,378,1,5,1,0,0,0,6,7,6,29.5,67,1
Data Science,NLP,4,10,26,23,13,3,Research Institute,Private University,Germany,USA,468,506,1,5,1,0,0,0,6,10,6,24.5,42,0
Machine Learning,Cybersecurity,20,14,36,46,17,2,IIT,Private University,USA,UK,504,276,4,3,0,0,0,0,6,15,7,41.0,48,0
Quantum Computing,Cybersecurity,9,15,21,32,25,19,NIT,IIT,Canada,Germany,483,704,3,4,0,0,0,0,6,6,7,26.5,50,0
Cybersecurity,IoT,8,10,31,20,1,13,Central University,Central University,Canada,India,155,420,3,2,0,0,1,0,2,12,5,25.5,37,0
Computer Vision,Computer Vision,21,7,41,18,12,12,IIT,Private University,India,Canada,533,216,3,7,6,1,0,0,14,0,10,29.5,65,1
Cloud Computing,Quantum Computing,7,6,30,40,18,11,NIT,Research Institute,India,Australia,480,240,9,6,1,0,0,0,1,7,15,35.0,53,0
IoT,Computer Vision,11,10,24,17,15,8,Central University,Research Institute,Canada,USA,336,136,0,1,0,0,0,0,1,7,1,20.5,52,0
Cybersecurity,Cybersecurity,12,4,47,28,29,11,Private University,Central University,Canada,Australia,470,224,2,7,6,1,0,0,8,18,9,37.5,76,1
NLP,Computer Vision,10,5,28,28,8,6,IIT,Research Institute,UK,USA,168,252,9,8,1,0,0,0,5,2,17,28.0,47,0
Cybersecurity,Cloud Computing,15,11,53,31,4,26,IIT,Research Institute,Germany,Australia,795,527,4,0,0,0,0,0,4,22,4,42.0,56,1
IoT,Quantum Computing,5,14,8,47,4,20,IIT,Research Institute,Australia,Canada,136,470,3,1,1,0,0,0,9,16,4,27.5,28,0
Computer Vision,Computer Vision,16,13,33,26,27,13,NIT,NIT,Canada,Australia,165,546,6,6,6,1,1,0,3,14,12,29.5,73,1
NLP,IoT,16,3,43,23,20,5,IIT,Central University,Australia,India,688,529,2,8,0,0,0,0,13,15,10,33.0,40,0
Machine Learning,Robotics,9,8,28,27,24,11,NIT,NIT,Australia,India,532,351,2,6,1,0,1,0,1,13,8,27.5,51,0
Cloud Computing,Computer Vision,2,3,14,11,8,1,Central University,IIT,India,Australia,322,242,5,3,1,0,0,0,1,7,8,12.5,58,1
Bioinformatics,NLP,11,14,34,22,12,5,Central University,Private University,Australia,Canada,646,308,7,8,1,0,0,0,3,7,15,28.0,74,1
Machine Learning,Machine Learning,10,9,20,15,22,17,NIT,Research Institute,UK,UK,380,120,1,1,6,1,0,1,1,5,2,17.5,82,1
Cloud Computing,Quantum Computing,14,14,46,33,5,18,Private University,Private University,USA,Canada,598,561,5,4,1,0,1,0,0,13,9,39.5,45,0
Data Science,Quantum Computing,7,5,26,21,5,3,Research Institute,Research Institute,UK,Australia,572,336,2,9,0,0,1,0,2,2,11,23.5,65,1
Robotics,Machine Learning,2,11,8,31,18,16,IIT,NIT,Canada,India,56,527,6,7,1,0,0,0,9,2,13,19.5,42,0
Robotics,Robotics,7,3,32,17,9,2,NIT,NIT,UK,Australia,480,340,4,3,6,1,1,0,4,7,7,24.5,78,1
Cloud Computing,Data Science,1,10,14,34,24,25,NIT,Central University,Australia,USA,294,578,6,4,1,0,0,0,9,1,10,24.0,46,0
Quantum Computing,Cloud Computing,15,13,35,23,7,25,Private University,Central University,India,UK,595,552,6,4,0,0,0,0,2,18,10,29.0,57,1
Cybersecurity,IoT,2,4,13,18,3,23,NIT,IIT,Germany,UK,78,396,9,3,1,0,0,0,2,20,12,15.5,47,0
Cybersecurity,Robotics,13,12,28,27,6,14,NIT,IIT,Australia,Canada,308,405,4,0,1,0,0,0,1,8,4,27.5,60,1
Bioinformatics,Data Science,6,13,40,24,16,18,NIT,Research Institute,Canada,Canada,440,528,0,9,1,0,0,1,7,2,9,32.0,72,1
Cloud Computing,Cybersecurity,5,19,26,46,15,28,Research Institute,NIT,USA,UK,312,920,2,8,1,0,0,0,14,13,10,36.0,60,1
Cybersecurity,Quantum Computing,13,1,29,16,12,14,Private University,NIT,India,India,203,336,5,8,0,0,0,1,12,2,13,22.5,54,0
Bioinformatics,Computer Vision,5,3,36,20,14,19,IIT,Research Institute,Australia,Germany,648,420,3,5,1,0,0,0,2,5,8,28.0,60,1
Computer Vision,Computer Vision,4,14,23,28,24,14,Central University,Central University,Canada,UK,552,476,0,9,6,1,1,0,10,10,9,25.5,77,1
Bioinformatics,Bioinformatics,15,15,24,24,11,12,NIT,IIT,USA,India,384,240,6,6,6,1,0,0,0,1,12,24.0,76,1
Cybersecurity,Computer Vision,9,9,27,20,1,26,NIT,IIT,Germany,USA,297,320,4,2,0,0,0,0,0,25,6,23.5,45,0
Cloud Computing,IoT,8,3,20,13,3,8,Central University,IIT,Australia,Australia,380,182,5,9,0,0,0,1,5,5,14,16.5,62,1
Data Science,Cloud Computing,7,4,19,38,9,13,Research Institute,Central University,UK,Australia,304,608,4,5,0,0,0,0,3,4,9,28.5,71,1
Computer Vision,Data Science,2,10,20,25,9,4,IIT,Private University,USA,USA,140,450,9,6,1,0,0,1,8,5,15,22.5,46,0
Data Science,Quantum Computing,8,4,24,28,1,9,Research Institute,Private University,Australia,Germany,336,280,3,2,1,0,0,0,4,8,5,26.0,40,0
Quantum Computing,Machine Learning,2,8,12,31,16,17,NIT,Research Institute,UK,Canada,84,527,2,9,0,0,0,0,6,1,11,21.5,41,0
NLP,Cybersecurity,10,7,27,26,8,16,NIT,Research Institute,USA,Canada,351,312,2,9,0,0,0,0,3,8,11,26.5,60,1
Bioinformatics,Data Science,17,10,49,22,11,11,IIT,NIT,Canada,Canada,882,418,6,9,0,0,0,1,7,0,15,35.5,74,1
Quantum Computing,IoT,5,12,23,32,23,20,Private University,NIT,Canada,Germany,184,480,1,1,1,0,0,0,7,3,2,27.5,47,0
Data Science,Bioinformatics,12,6,20,19,14,21,Private University,Central University,Australia,Germany,400,304,3,4,1,0,0,0,6,7,7,19.5,60,1
Cloud Computing,Computer Vision,6,7,23,24,24,1,NIT,Central University,UK,Germany,437,480,8,5,1,0,0,0,1,23,13,23.5,50,0
Data Science,Computer Vision,12,21,32,47,9,15,IIT,IIT,Canada,Canada,288,987,4,2,1,0,1,1,9,6,6,39.5,44,0
Robotics,Quantum Computing,13,8,32,20,12,19,IIT,IIT,USA,India,352,160,1,0,1,0,1,0,5,7,1,26.0,26,0
Bioinformatics,Machine Learning,10,11,27,22,20,25,Research Institute,Private University,Germany,Canada,243,374,8,0,1,0,0,0,1,5,8,24.5,52,0
Cloud Computing,IoT,10,2,36,21,8,22,NIT,Research Institute,Germany,Canada,180,189,2,4,1,0,0,0,8,14,6,28.5,43,0
Cloud Computing,Machine Learning,16,17,67,45,16,17,IIT,Research Institute,Germany,USA,1139,450,3,9,0,0,0,0,1,1,12,56.0,49,0
Machine Learning,Cloud Computing,4,8,23,16,10,2,Private University,Central University,Canada,USA,322,208,3,4,1,0,0,0,4,8,7,19.5,44,0
Cloud Computing,Quantum Computing,20,14,55,19,9,24,Research Institute,Private University,India,USA,330,361,0,5,1,0,0,0,6,15,5,37.0,39,0
Cloud Computing,Computer Vision,10,11,25,24,18,22,NIT,Central University,USA,USA,375,576,4,7,0,0,0,1,1,4,11,24.5,78,1
Cloud Computing,Cybersecurity,19,3,49,16,22,10,Central University,Private University,India,Germany,441,144,0,5,0,0,0,0,16,12,5,32.5,52,0
NLP,Data Science,6,8,26,23,1,23,Central University,NIT,India,Australia,286,460,9,6,0,0,0,0,2,22,15,24.5,42,0
Computer Vision,IoT,5,18,13,42,15,1,Central University,Central University,UK,UK,221,840,6,1,1,0,1,1,13,14,7,27.5,44,0
Robotics,Quantum Computing,7,10,18,25,18,5,IIT,Private University,Canada,USA,144,125,1,2,1,0,0,0,3,13,3,21.5,58,1
Bioinformatics,IoT,8,14,40,39,11,5,Research Institute,Research Institute,India,Germany,800,390,9,8,0,0,1,0,6,6,17,39.5,35,0
Machine Learning,Quantum Computing,2,6,23,29,2,21,Central University,Private University,India,UK,230,174,0,4,1,0,0,0,4,19,4,26.0,34,0
Bioinformatics,Machine Learning,4,3,17,21,29,24,Central University,Central University,India,Canada,289,252,7,8,1,0,1,0,1,5,15,19.0,45,0
NLP,Machine Learning,15,11,32,40,11,11,Private University,IIT,UK,Germany,320,440,9,8,1,0,0,0,4,0,17,36.0,65,1
IoT,Cloud Computing,16,6,30,29,11,20,NIT,Research Institute,India,USA,360,522,2,1,1,0,0,0,10,9,3,29.5,57,1
Cybersecurity,Machine Learning,10,22,30,59,13,16,IIT,NIT,Germany,Canada,480,649,0,9,0,0,0,0,12,3,9,44.5,47,0
Bioinformatics,Cybersecurity,6,3,29,22,3,24,NIT,Central University,Germany,UK,580,528,7,3,1,0,0,0,3,21,10,25.5,50,0
Data Science,Cloud Computing,18,9,38,24,7,23,Private University,Central University,USA,India,304,360,0,0,1,0,0,0,9,16,0,31.0,15,0
IoT,NLP,6,5,23,15,3,3,Private University,Central University,USA,Canada,506,165,9,9,1,0,0,0,1,0,18,19.0,56,1
Cybersecurity,Robotics,4,4,29,14,13,18,IIT,IIT,UK,USA,377,196,5,7,0,0,1,0,0,5,12,21.5,62,1
Bioinformatics,Cybersecurity,15,4,22,28,3,26,IIT,Private University,USA,Canada,242,168,1,8,0,0,0,0,11,23,9,25.0,38,0
Data Science,Robotics,10,9,26,21,2,15,IIT,Private University,USA,Canada,364,147,8,6,0,0,0,0,1,13,14,23.5,54,0
Bioinformatics,IoT,9,26,51,49,14,26,IIT,Research Institute,Germany,Germany,969,1029,3,6,1,0,0,1,17,12,9,50.0,34,0
NLP,Cloud Computing,12,9,17,43,14,3,Central University,Private University,Germany,USA,119,989,0,0,1,0,0,0,3,11,0,30.0,44,0
Computer Vision,NLP,7,3,22,18,23,10,IIT,NIT,India,UK,440,126,6,4,1,0,0,0,4,13,10,20.0,25,0
Cloud Computing,Robotics,25,8,42,41,13,22,IIT,IIT,Canada,Canada,420,738,4,6,0,0,1,1,17,9,10,41.5,50,0
Data Science,Machine Learning,13,22,23,46,27,15,Private University,Private University,Australia,Germany,506,230,2,4,0,0,1,0,9,12,6,34.5,34,0
Bioinformatics,Computer Vision,9,8,22,21,18,5,Central University,Private University,Germany,USA,308,462,7,7,0,0,0,0,1,13,14,21.5,49,0
Quantum Computing,Cloud Computing,7,5,28,19,19,18,NIT,NIT,Canada,USA,560,209,1,4,1,0,1,0,2,1,5,23.5,59,1
Bioinformatics,Robotics,7,7,38,23,29,19,IIT,Private University,UK,USA,342,437,5,2,1,0,0,0,0,10,7,30.5,69,1
IoT,Cloud Computing,5,5,33,26,24,27,IIT,Research Institute,Canada,USA,330,260,3,5,0,0,0,0,0,3,8,29.5,83,1
Robotics,NLP,4,15,19,43,15,13,Research Institute,NIT,Canada,India,247,387,1,8,0,0,0,0,11,2,9,31.0,42,0
NLP,Bioinformatics,12,9,40,28,2,27,Private University,NIT,India,USA,720,588,6,5,1,0,0,0,3,25,11,34.0,47,0
Cybersecurity,Robotics,5,5,26,42,21,17,IIT,IIT,Australia,India,130,714,1,4,0,0,1,0,0,4,5,34.0,57,1
Cybersecurity,Bioinformatics,15,16,41,31,1,3,Private University,NIT,Australia,USA,451,186,9,5,1,0,0,0,1,2,14,36.0,57,1
Data Science,Machine Learning,8,19,26,41,29,24,Private University,Research Institute,Germany,Germany,338,574,9,5,1,0,0,1,11,5,14,33.5,76,1
Machine Learning,Bioinformatics,12,9,23,37,27,23,Central University,Central University,India,UK,414,666,5,3,0,0,1,0,3,4,8,30.0,52,0
Data Science,Data Science,14,9,28,39,14,5,Private University,IIT,USA,USA,364,858,8,6,6,1,0,1,5,9,14,33.5,92,1
Machine Learning,Data Science,5,3,32,22,29,25,IIT,NIT,India,UK,384,484,1,7,0,0,0,0,2,4,8,27.0,65,1
IoT,Computer Vision,9,12,30,21,29,15,Central University,Private University,Australia,USA,480,420,3,9,1,0,0,0,3,14,12,25.5,55,1
Bioinformatics,Data Science,9,25,32,59,23,4,Private University,Central University,UK,India,448,1416,4,7,1,0,0,0,16,19,11,45.5,47,0
Computer Vision,Cloud Computing,11,5,35,32,5,15,IIT,NIT,Canada,UK,245,160,2,9,0,0,0,0,6,10,11,33.5,63,1
Data Science,Quantum Computing,4,19,18,35,6,19,Central University,Research Institute,Canada,Australia,306,735,7,9,0,0,0,0,15,13,16,26.5,41,0
Data Science,Bioinformatics,14,8,32,43,23,7,NIT,NIT,Canada,Australia,512,387,5,9,0,0,1,0,6,16,14,37.5,54,0
Cybersecurity,NLP,10,5,27,18,11,3,IIT,Research Institute,India,India,378,216,5,1,0,0,0,1,5,8,6,22.5,51,0
Machine Learning,Robotics,19,5,43,35,11,18,Research Institute,NIT,Canada,Canada,860,665,0,1,0,0,0,1,14,7,1,39.0,37,0
IoT,Cloud Computing,3,15,31,33,19,10,IIT,Research Institute,India,UK,248,462,4,9,1,0,0,0,12,9,13,32.0,50,0
Bioinformatics,Cloud Computing,14,13,64,32,4,26,Private University,NIT,USA,India,1024,192,0,8,1,0,0,0,1,22,8,48.0,58,1
NLP,Cloud Computing,22,9,36,19,27,1,NIT,Central University,Germany,Australia,396,171,9,7,0,0,0,0,13,26,16,27.5,34,0
Data Science,Computer Vision,3,9,17,33,2,23,Central University,Private University,Germany,India,391,726,9,9,0,0,0,0,6,21,18,25.0,39,0
IoT,Cloud Computing,16,7,32,27,9,16,Private University,IIT,Australia,USA,320,648,5,4,1,0,0,0,9,7,9,29.5,60,1
Quantum Computing,NLP,4,2,19,9,20,8,Central University,Central University,Canada,India,456,45,6,9,0,0,1,0,2,12,15,14.0,37,0
Quantum Computing,Robotics,5,8,32,46,21,28,IIT,Private University,Canada,Germany,416,552,0,0,1,0,0,0,3,7,0,39.0,50,0
Cloud Computing,NLP,6,5,33,17,1,18,Research Institute,Private University,India,Australia,594,357,3,4,0,0,0,0,1,17,7,25.0,49,0
Cybersecurity,Cybersecurity,11,7,27,22,18,11,Research Institute,Research Institute,Germany,UK,243,132,6,8,6,1,1,0,4,7,14,24.5,83,1
Robotics,NLP,12,5,37,14,17,16,NIT,Research Institute,India,USA,740,210,9,3,0,0,0,0,7,1,12,25.5,47,0
Quantum Computing,IoT,5,8,24,26,1,3,IIT,Research Institute,Australia,Canada,576,130,3,5,0,0,0,0,3,2,8,25.0,58,1
Cloud Computing,Robotics,4,18,30,56,15,14,Central University,Central University,UK,Canada,630,1232,0,7,1,0,1,0,14,1,7,43.0,27,0
Bioinformatics,NLP,2,7,16,24,19,20,Research Institute,NIT,India,India,224,240,6,0,1,0,0,1,5,1,6,20.0,49,0
Cloud Computing,Machine Learning,11,7,21,22,8,10,NIT,NIT,UK,UK,189,330,3,2,0,0,1,1,4,2,5,21.5,52,0
NLP,Robotics,2,9,22,21,10,10,Central University,NIT,India,Australia,264,126,4,4,1,0,0,0,7,0,8,21.5,40,0
Computer Vision,Data Science,4,8,39,21,25,11,IIT,Research Institute,Canada,UK,429,105,1,8,1,0,0,0,4,14,9,30.0,40,0
Data Science,Cloud Computing,10,20,32,51,2,14,IIT,Central University,Canada,Canada,352,867,8,3,0,0,0,1,10,12,11,41.5,44,0
NLP,Bioinformatics,14,7,46,40,13,8,Private University,Central University,Australia,India,552,440,1,1,1,0,0,0,7,5,2,43.0,53,0
Machine Learning,Bioinformatics,6,10,24,22,21,16,Central University,NIT,USA,UK,360,198,9,1,0,0,0,0,4,5,10,23.0,46,0
Machine Learning,Quantum Computing,7,10,40,36,4,22,Research Institute,IIT,Canada,Canada,520,720,9,8,1,0,0,1,3,18,17,38.0,54,0
Cybersecurity,Quantum Computing,8,11,39,24,20,8,Central University,Research Institute,Canada,USA,429,264,3,6,1,0,0,0,3,12,9,31.5,63,1
IoT,Bioinformatics,5,16,7,41,5,11,NIT,NIT,UK,Australia,56,287,8,0,0,0,1,0,11,6,8,24.0,48,0
Cybersecurity,Robotics,8,8,33,19,3,7,NIT,Private University,Germany,UK,792,380,5,5,1,0,0,0,0,4,10,26.0,55,1
NLP,IoT,12,16,26,23,19,9,Private University,NIT,India,Germany,442,299,5,7,0,0,0,0,4,10,12,24.5,42,0
NLP,Quantum Computing,5,7,28,21,16,8,NIT,Private University,USA,Canada,448,168,4,4,0,0,0,0,2,8,8,24.5,62,1
NLP,Bioinformatics,5,3,32,8,7,6,Central University,NIT,India,USA,288,120,9,3,1,0,0,0,2,1,12,20.0,52,0
Cybersecurity,Computer Vision,12,10,34,48,10,23,Research Institute,NIT,USA,India,680,768,2,9,0,0,0,0,2,13,11,41.0,51,0
